Tracker;Status;Priority;Subject;Category;Estimated time;Description;Caratteristica di riferimento;id;assegnatario;tempo impiegato;hash commit;Commento
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FNl Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 688;startOffset: 91;endOffset: 92;endLine: 688";Maintenance (Code Smells);315;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FNs Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 698;startOffset: 15;endOffset: 39;endLine: 698";Maintenance (Code Smells);316;Claudia Stallone;5 minuti;1055e17cd0b41fc8b827ed65f8dd7a29067ab8f9;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FNt Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 698;startOffset: 91;endOffset: 92;endLine: 698";Maintenance (Code Smells);317;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FN2 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 708;startOffset: 15;endOffset: 39;endLine: 708";Maintenance (Code Smells);318;Claudia Stallone;5 minuti;1055e17cd0b41fc8b827ed65f8dd7a29067ab8f9;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FN3 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 708;startOffset: 91;endOffset: 92;endLine: 708";Maintenance (Code Smells);319;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FN- Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 718;startOffset: 15;endOffset: 39;endLine: 718";Maintenance (Code Smells);320;Claudia Stallone;5 minuti;1055e17cd0b41fc8b827ed65f8dd7a29067ab8f9;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FN_ Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 718;startOffset: 91;endOffset: 92;endLine: 718";Maintenance (Code Smells);321;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FOG Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 728;startOffset: 15;endOffset: 39;endLine: 728";Maintenance (Code Smells);322;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FOH Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 728;startOffset: 91;endOffset: 92;endLine: 728";Maintenance (Code Smells);323;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FOO Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 738;startOffset: 15;endOffset: 39;endLine: 738";Maintenance (Code Smells);324;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FOP Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 738;startOffset: 91;endOffset: 92;endLine: 738";Maintenance (Code Smells);325;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FOY Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 748;startOffset: 15;endOffset: 39;endLine: 748";Maintenance (Code Smells);326;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FOZ Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 748;startOffset: 91;endOffset: 92;endLine: 748";Maintenance (Code Smells);327;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FOg Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 758;startOffset: 15;endOffset: 39;endLine: 758";Maintenance (Code Smells);328;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FOh Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 758;startOffset: 94;endOffset: 95;endLine: 758";Maintenance (Code Smells);329;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FOq Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 768;startOffset: 15;endOffset: 39;endLine: 768";Maintenance (Code Smells);330;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FOr Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 768;startOffset: 94;endOffset: 95;endLine: 768";Maintenance (Code Smells);331;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FOy Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 778;startOffset: 15;endOffset: 39;endLine: 778";Maintenance (Code Smells);332;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FOz Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 778;startOffset: 94;endOffset: 95;endLine: 778";Maintenance (Code Smells);333;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FO6 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 788;startOffset: 15;endOffset: 39;endLine: 788";Maintenance (Code Smells);334;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FO7 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 788;startOffset: 94;endOffset: 95;endLine: 788";Maintenance (Code Smells);335;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FPK Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 807;startOffset: 15;endOffset: 39;endLine: 807";Maintenance (Code Smells);336;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FPL Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 807;startOffset: 94;endOffset: 95;endLine: 807";Maintenance (Code Smells);337;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FPU Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 817;startOffset: 15;endOffset: 39;endLine: 817";Maintenance (Code Smells);338;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FPV Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 817;startOffset: 90;endOffset: 91;endLine: 817";Maintenance (Code Smells);339;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FPW Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 818;startOffset: 159;endOffset: 160;endLine: 818";Maintenance (Code Smells);340;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FPc Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 827;startOffset: 15;endOffset: 39;endLine: 827";Maintenance (Code Smells);341;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FPd Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 827;startOffset: 90;endOffset: 91;endLine: 827";Maintenance (Code Smells);342;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FPe Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 828;startOffset: 116;endOffset: 117;endLine: 828";Maintenance (Code Smells);343;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FPk Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 837;startOffset: 15;endOffset: 39;endLine: 837";Maintenance (Code Smells);344;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FPl Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 837;startOffset: 90;endOffset: 91;endLine: 837";Maintenance (Code Smells);345;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FPm Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 838;startOffset: 116;endOffset: 117;endLine: 838";Maintenance (Code Smells);346;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FPu Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 847;startOffset: 15;endOffset: 39;endLine: 847";Maintenance (Code Smells);347;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FPv Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 847;startOffset: 90;endOffset: 91;endLine: 847";Maintenance (Code Smells);348;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FPw Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 848;startOffset: 161;endOffset: 162;endLine: 848";Maintenance (Code Smells);349;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FP2 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 857;startOffset: 15;endOffset: 39;endLine: 857";Maintenance (Code Smells);350;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FP3 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 857;startOffset: 92;endOffset: 93;endLine: 857";Maintenance (Code Smells);351;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FP4 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 858;startOffset: 111;endOffset: 112;endLine: 858";Maintenance (Code Smells);352;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1161:  ""Add the @Override annotation above this method signature""";MAJOR;5min;"Key: AYiMxjFXXwWVr5mP8FP- Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 867;startOffset: 15;endOffset: 39;endLine: 867";Maintenance (Code Smells);353;Claudia Stallone;5 minuti;46bffcbc182c7069745f88f9730f136aeac9707c;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FP_ Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 867;startOffset: 92;endOffset: 93;endLine: 867";Maintenance (Code Smells);354;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S1116:  ""Remove this empty statement.""";MINOR;2min;"Key: AYiMxjFXXwWVr5mP8FQA Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAScriterion.java - startLine: 868;startOffset: 111;endOffset: 112;endLine: 868";Maintenance (Code Smells);355;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S116:  ""Rename this field decompress_selective to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjACXwWVr5mP8E1T Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreadOpener.java - startLine: 95;startOffset: 13;endOffset: 33;endLine: 95";Maintenance (Code Smells);356;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjACXwWVr5mP8E0o Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreadOpener.java - startLine: 1756;startOffset: 38;endOffset: 58;endLine: 1756";Maintenance (Code Smells);357;Claudia Stallone;2 minuti;falso positivo;
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjADXwWVr5mP8E2X Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreadOpener.java - startLine: 1756;startOffset: 9;endOffset: 33;endLine: 1756";Maintenance (Code Smells);358;Claudia Stallone;2 min;falso positivo;
To-Do;New;Normal;"java:S125:  ""This block of commented-out lines of code should be removed.""";MAJOR;5min;"Key: AYiMxjADXwWVr5mP8E2Y Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreadOpener.java - startLine: 1767;startOffset: 10;endOffset: 29;endLine: 1767";Maintenance (Code Smells);359;Claudia Stallone;5 minuti;048e77dd63b42d7e54388f82f1771b90ea2a46a0;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4O Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 52;startOffset: 63;endOffset: 72;endLine: 52";Maintenance (Code Smells);360;Claudia Stallone;2 minu;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4P Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 52;startOffset: 24;endOffset: 33;endLine: 52";Maintenance (Code Smells);361;Claudia Stallone;2 minuti;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4Q Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 52;startOffset: 78;endOffset: 98;endLine: 52";Maintenance (Code Smells);362;Claudia Stallone;2 min;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4R Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 52;startOffset: 39;endOffset: 53;endLine: 52";Maintenance (Code Smells);363;Claudia Stallone;2 minuti;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S1172:  ""Remove this unused method parameter io_buffer_size.""";MAJOR;5min;"Key: AYiMxjBxXwWVr5mP8E4l Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 52;startOffset: 39;endOffset: 53;endLine: 52";Maintenance (Code Smells);364;Claudia Stallone;2 min;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4S Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 73;startOffset: 48;endOffset: 57;endLine: 73";Maintenance (Code Smells);365;Claudia Stallone;2 minuti;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4T Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 73;startOffset: 63;endOffset: 83;endLine: 73";Maintenance (Code Smells);366;Claudia Stallone;2 min;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S1172:  ""Remove this unused method parameter peek_only.""";MAJOR;5min;"Key: AYiMxjBxXwWVr5mP8E4m Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 73;startOffset: 48;endOffset: 57;endLine: 73";Maintenance (Code Smells);367;Claudia Stallone;2 minuti;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4U Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 88;startOffset: 44;endOffset: 64;endLine: 88";Maintenance (Code Smells);368;Claudia Stallone;2 minuti;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4V Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 92;startOffset: 45;endOffset: 54;endLine: 92";Maintenance (Code Smells);369;Claudia Stallone;2 minuti;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4W Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 92;startOffset: 60;endOffset: 80;endLine: 92";Maintenance (Code Smells);370;Claudia Stallone;2 minuti;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4X Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 100;startOffset: 42;endOffset: 62;endLine: 100";Maintenance (Code Smells);371;Claudia Stallone;2 minuti;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S6541:  ""A Brain Method was detected. Refactor it to reduce at least one of the following metrics: LOC from 973 to 64 Complexity from 120 to 14 Nesting Level from 8 to 2 Number of Variables from 125 to 6.""";INFO;0min;"Key: AYiMxjBxXwWVr5mP8E48 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 104;startOffset: 12;endOffset: 16;endLine: 104";Maintenance (Code Smells);372;Claudia Stallone;0;falso positivo;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4Y Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 104;startOffset: 46;endOffset: 55;endLine: 104";Maintenance (Code Smells);373;Claudia Stallone;2 minuti;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S117:  ""Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;2min;"Key: AYiMxjBxXwWVr5mP8E4Z Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 104;startOffset: 61;endOffset: 81;endLine: 104";Maintenance (Code Smells);374;Claudia Stallone;2 minuti;86a23b56e181520814d52fa4ebd3f05988020bf5;
To-Do;New;Normal;"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.""";CRITICAL;6min;"Key: AYiMxjBxXwWVr5mP8E46 Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 1290;startOffset: 22;endOffset: 40;endLine: 1290";Maintenance (Code Smells);375;Claudia Stallone;6 minuti;falso positivo;
To-Do;New;Normal;"java:S5411:  ""Use a primitive boolean expression here.""";MINOR;5min;"Key: AYiMxjBxXwWVr5mP8E4h Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASreaderLAS.java - startLine: 1294;startOffset: 51;endOffset: 56;endLine: 1294";Maintenance (Code Smells);376;Claudia Stallone;5 minuti;falso positivo;
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjFnXwWVr5mP8FQy Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LAStransform.java - startLine: 24;startOffset: 15;endOffset: 39;endLine: 24";Maintenance (Code Smells);377;Claudia Stallone;5 minuti;58d85e95d444fac6276357360f841daaee84b509;
To-Do;New;Normal;"java:S3358:  ""Extract this nested ternary operation into an independent statement.""";MAJOR;5min;"Key: AYiMxjDfXwWVr5mP8E8l Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASwriteOpener.java - startLine: 81;startOffset: 93;endOffset: 162;endLine: 81";Maintenance (Code Smells);378;Claudia Stallone;;;fixato implicitamente quando si è risolta la issue critical hash:3a4dc8081e335048fca983ae5b571bc10728dc5f
To-Do;New;Normal;"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 54 to the 15 allowed.""";CRITICAL;44min;"Key: AYiMxjDfXwWVr5mP8E8n Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASwriteOpener.java - startLine: 235;startOffset: 19;endOffset: 24;endLine: 235";Maintenance (Code Smells);379;Claudia Stallone;;;fixato implicitamente quando si è risolta la issue critical hash:3a4dc8081e335048fca983ae5b571bc10728dc5f
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDfXwWVr5mP8E8x Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASwriteOpener.java - startLine: 508;startOffset: 9;endOffset: 19;endLine: 508";Maintenance (Code Smells);380;Claudia Stallone;;;fixato implicitamente quando si è risolta la issue critical hash:3a4dc8081e335048fca983ae5b571bc10728dc5f
To-Do;New;Normal;"java:S100:  ""Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.""";MINOR;5min;"Key: AYiMxjDfXwWVr5mP8E9D Path: ClaudiaStallone_laszip4j:src/main/java/com/github/mreutegg/laszip4j/laslib/LASwriteOpener.java - startLine: 855;startOffset: 19;endOffset: 29;endLine: 855";Maintenance (Code Smells);381;Claudia Stallone;;;fixato implicitamente quando si è risolta la issue critical hash:3a4dc8081e335048fca983ae5b571bc10728dc5f
